"","ModuleColors","genes"
"5000","turquoise","HIST1H2AE"
"5001","turquoise","HIST1H2AG"
"5002","turquoise","HIST1H2AK"
"5003","turquoise","HIST1H2BA"
"5004","turquoise","HIST1H2BB"
"5005","turquoise","HIST1H2BG"
"5008","turquoise","HIST1H2BM"
"5009","turquoise","HIST1H2BO"
"5011","turquoise","HIST2H2AB"
"5013","turquoise","HIST2H4A"
"5015","turquoise","HIST3H2BB"
"5016","turquoise","HIST3H3"
"5019","turquoise","HIVEP3"
"5023","turquoise","HK3"
"5024","turquoise","HKDC1"
"5030","turquoise","HLA-DOB"
"5031","turquoise","HLA-DQB1"
"5034","turquoise","HLA-DRB5"
"5035","turquoise","HLA-G"
"5043","turquoise","HMGA2"
"5046","turquoise","HMGB3P30"
"5052","turquoise","HMGN2"
"5060","turquoise","HMX1"
"5065","turquoise","HNF4A"
"5082","turquoise","HNRPA1"
"5089","turquoise","HOMER3"
"5097","turquoise","HOXA11"
"5100","turquoise","HOXA3"
"5102","turquoise","HOXA6"
"5103","turquoise","HOXA7"
"5105","turquoise","HOXB-AS3"
"5106","turquoise","HOXB1"
"5107","turquoise","HOXB13"
"5108","turquoise","HOXB3"
"5109","turquoise","HOXB5"
"5110","turquoise","HOXB6"
"5112","turquoise","HOXB8"
"5114","turquoise","HOXC13"
"5117","turquoise","HOXD3"
"5118","turquoise","HOXD4"
"5119","turquoise","HP"
"5123","turquoise","HPD"
"5125","turquoise","HPGD"
"5130","turquoise","HPS5"
"5137","turquoise","HRASLS5"
"5138","turquoise","HRC"
"5157","turquoise","HSD17B1"
"5161","turquoise","HSD3B1"
"5162","turquoise","HSD3B2"
"5166","turquoise","HSF1"
"5168","turquoise","HSF4"
"5171","turquoise","HSFY2"
"5172","turquoise","HSH2D"
"5194","turquoise","HTR1A"
"5195","turquoise","HTR1B"
"5201","turquoise","HTR3A"
"5202","turquoise","HTR3B"
"5208","turquoise","HTRA4"
"5210","turquoise","HUS1"
"5212","turquoise","HYAL1"
"5220","turquoise","IBSP"
"5224","turquoise","ICAM1"
"5228","turquoise","ICOS"
"5229","turquoise","ICOSLG"
"5238","turquoise","IDI1"
"5239","turquoise","IDI2-AS1"
"5265","turquoise","IFNB1"
"5266","turquoise","IFNG"
"5268","turquoise","IFNK"
"5285","turquoise","IGF2"
"5288","turquoise","IGF2BP2"
"5293","turquoise","IGFBP3"
"5297","turquoise","IGHA2"
"5298","turquoise","IGHE"
"5301","turquoise","IGHV@"
"5305","turquoise","IGKV1-5"
"5306","turquoise","IGKV4-1"
"5307","turquoise","IGLL1"
"5313","turquoise","IGSF9B"
"5314","turquoise","IHH"
"5318","turquoise","IKBKE"
"5321","turquoise","IKZF3"
"5322","turquoise","IKZF4"
"5325","turquoise","IL10RB"
"5328","turquoise","IL12A"
"5329","turquoise","IL12B"
"5332","turquoise","IL13"
"5335","turquoise","IL15"
"5339","turquoise","IL17B"
"5340","turquoise","IL17F"
"5343","turquoise","IL17RC"
"5345","turquoise","IL17RE"
"5347","turquoise","IL18RAP"
"5348","turquoise","IL1A"
"5349","turquoise","IL1B"
"5350","turquoise","IL1F5"
"5351","turquoise","IL1F6"
"5356","turquoise","IL1RAP"
"5359","turquoise","IL1RL1"
"5361","turquoise","IL1RN"
"5363","turquoise","IL20"
"5365","turquoise","IL20RB"
"5366","turquoise","IL21"
"5369","turquoise","IL23R"
"5371","turquoise","IL25"
"5374","turquoise","IL28A"
"5376","turquoise","IL2RA"
"5379","turquoise","IL3"
"5382","turquoise","IL4I1"
"5388","turquoise","IL8"
"5390","turquoise","IL9"
"5391","turquoise","IL9R"
"5410","turquoise","INCENP"
"5417","turquoise","INHA"
"5420","turquoise","INHBB"
"5422","turquoise","INHBE"
"5432","turquoise","INPP5E"
"5441","turquoise","INSL5"
"5474","turquoise","IQCF1"
"5475","turquoise","IQCF5"
"5479","turquoise","IQGAP3"
"5485","turquoise","IRAK2"
"5486","turquoise","IRAK3"
"5488","turquoise","IRF2"
"5499","turquoise","IRS1"
"5503","turquoise","IRX2"
"5505","turquoise","IRX4"
"5506","turquoise","IRX5"
"5511","turquoise","ISG20"
"5514","turquoise","ISL2"
"5515","turquoise","ISLR"
"5517","turquoise","ISM1"
"5522","turquoise","ISYNA1"
"5530","turquoise","ITGA2B"
"5534","turquoise","ITGA8"
"5540","turquoise","ITGB1BP2"
"5541","turquoise","ITGB2"
"5542","turquoise","ITGB3"
"5546","turquoise","ITGB6"
"5552","turquoise","ITIH3"
"5553","turquoise","ITIH4"
"5554","turquoise","ITIH5"
"5555","turquoise","ITK"
"5556","turquoise","ITLN1"
"5570","turquoise","ITSN2"
"5572","turquoise","IVL"
"5577","turquoise","IZUMO2"
"5578","turquoise","IZUMO4"
"5582","turquoise","JAK-1"
"5585","turquoise","JAK3"
"5591","turquoise","JDP2"
"5596","turquoise","JMJD5"
"5602","turquoise","JPH1"
"5603","turquoise","JPH2"
"5604","turquoise","JPH3"
"5607","turquoise","JSRP1"
"5608","turquoise","JUB"
"5610","turquoise","JUNB"
"5613","turquoise","KAL1"
"5638","turquoise","KCNA10"
"5645","turquoise","KCNAB3"
"5652","turquoise","KCND3"
"5659","turquoise","KCNG4"
"5663","turquoise","KCNH6"
"5664","turquoise","KCNH7"
"5673","turquoise","KCNJ15"
"5676","turquoise","KCNJ5"
"5687","turquoise","KCNK3"
"5690","turquoise","KCNK7"
"5692","turquoise","KCNMA1"
"5703","turquoise","KCNV2"
"5728","turquoise","KDM4B"
"5734","turquoise","KDR"
"5737","turquoise","KGFLP2"
"5766","turquoise","KIAA0754"
"5773","turquoise","KIAA1161"
"5795","turquoise","KIAA1908"
"5828","turquoise","KIF6"
"5834","turquoise","KIN"
"5836","turquoise","KIR2DL5"
"5837","turquoise","KIR3DH"
"5839","turquoise","KIR3DL"
"5840","turquoise","KIR3DL10"
"5842","turquoise","KIR3DL17"
"5844","turquoise","KIR3DL5"
"5850","turquoise","KLB"
"5852","turquoise","KLC2"
"5853","turquoise","KLC3"
"5877","turquoise","KLHL1"
"5878","turquoise","KLHL10"
"5880","turquoise","KLHL14"
"5882","turquoise","KLHL17"
"5891","turquoise","KLHL26"
"5895","turquoise","KLHL30"
"5896","turquoise","KLHL31"
"5897","turquoise","KLHL34"
"5901","turquoise","KLHL6"
"5907","turquoise","KLK2"
"5909","turquoise","KLK4"
"5918","turquoise","KLRC3"
"5926","turquoise","KNG1"
"5939","turquoise","KREMEN1"
"5940","turquoise","KREMEN2"
"5951","turquoise","KRT25"
"5952","turquoise","KRT28"
"5953","turquoise","KRT2B"
"5954","turquoise","KRT3"
"5955","turquoise","KRT31"
"5957","turquoise","KRT34"
"5958","turquoise","KRT36"
"5960","turquoise","KRT39"
"5963","turquoise","KRT7"
"5965","turquoise","KRT74"
"5967","turquoise","KRT79"
"5968","turquoise","KRT8"
"5970","turquoise","KRT81"
"5971","turquoise","KRT82"
"5972","turquoise","KRT83"
"5973","turquoise","KRT84"
"5974","turquoise","KRT85"
"5975","turquoise","KRT86"
"5976","turquoise","KRTAP10-2"
"5977","turquoise","KRTAP10-3"
"5978","turquoise","KRTAP11-1"
"5979","turquoise","KRTAP12-4"
"5981","turquoise","KRTAP13-3"
"5982","turquoise","KRTAP13-4"
"5983","turquoise","KRTAP15-1"
"5984","turquoise","KRTAP17-1"
"5985","turquoise","KRTAP3-1"
"5989","turquoise","KRTAP8-1"
"5990","turquoise","KRTCAP3"
"5991","turquoise","KRTDAP"
"6004","turquoise","LACC1"
"6005","turquoise","LACE1"
"6010","turquoise","LAG3"
"6015","turquoise","LAMA3"
"6021","turquoise","LAMC2"
"6024","turquoise","LAMP3"
"6044","turquoise","LAX1"
"6049","turquoise","LBX1"
"6055","turquoise","LCN1"
"6056","turquoise","LCN10"
"6058","turquoise","LCN15"
"6060","turquoise","LCN6"
"6061","turquoise","LCN8"
"6062","turquoise","LCN9"
"6074","turquoise","LDLR"
"6091","turquoise","LEPREL1"
"6095","turquoise","LGALS13"
"6096","turquoise","LGALS2"
"6099","turquoise","LGALS4"
"6100","turquoise","LGALS7"
"6105","turquoise","LGR4"
"6106","turquoise","LGR5"
"6113","turquoise","LHFPL4"
"6119","turquoise","LHX9"
"6122","turquoise","LIG3"
"6124","turquoise","LILRA2"
"6126","turquoise","LILRA4"
"6128","turquoise","LILRAB"
"6132","turquoise","LILRB5"
"6135","turquoise","LIMA1"
"6138","turquoise","LIMD2"
"6146","turquoise","LIN54"
"6158","turquoise","LINC00161"
"6159","turquoise","LINC00162"
"6161","turquoise","LINC00167"
"6162","turquoise","LINC00173"
"6164","turquoise","LINC00261"
"6165","turquoise","LINC00271"
"6166","turquoise","LINC00277"
"6167","turquoise","LINC00284"
"6169","turquoise","LINC00301"
"6170","turquoise","LINC00302"
"6172","turquoise","LINC00308"
"6174","turquoise","LINC00317"
"6176","turquoise","LINC00323"
"6177","turquoise","LINC00324"
"6178","turquoise","LINC00328"
"6184","turquoise","LINC00473"
"6185","turquoise","LINC00475"
"6188","turquoise","LINC00479"
"6191","turquoise","LINC00494"
"6193","turquoise","LINC00520"
"6194","turquoise","LINC00521"
"6196","turquoise","LINC00529"
"6198","turquoise","LINC00574"
"6199","turquoise","LINC00588"
"6200","turquoise","LINC00592"
"6202","turquoise","LINC00598"
"6203","turquoise","LINC00606"
"6204","turquoise","LINC00608"
"6212","turquoise","LIPH"
"6213","turquoise","LIPI"
"6229","turquoise","LMO7"
"6232","turquoise","LMOD3"
"6234","turquoise","LMX1A"
"6235","turquoise","LMX1B"
"6241","turquoise","LOC100049716"
"6245","turquoise","LOC100127891"
"6247","turquoise","LOC100128164"
"6248","turquoise","LOC100128176"
"6251","turquoise","LOC100128343"
"6256","turquoise","LOC100129098"
"6257","turquoise","LOC100129166"
"6260","turquoise","LOC100129907"
"6267","turquoise","LOC100130581"
"6268","turquoise","LOC100130691"
"6274","turquoise","LOC100131496"
"6277","turquoise","LOC100132005"
"6278","turquoise","LOC100132354"
"6281","turquoise","LOC100133019"
"6284","turquoise","LOC100133885"
"6285","turquoise","LOC100133920"
"6287","turquoise","LOC100134229"
"6291","turquoise","LOC100169752"
"6292","turquoise","LOC100170939"
"6294","turquoise","LOC100190986"
"6298","turquoise","LOC100271722"
"6299","turquoise","LOC100272216"
"6301","turquoise","LOC100286910"
"6303","turquoise","LOC100287056"
"6305","turquoise","LOC100287182"
"6306","turquoise","LOC100287290"
"6308","turquoise","LOC100287445"
"6309","turquoise","LOC100287529"
"6310","turquoise","LOC100287602"
"6311","turquoise","LOC100287697"
"6312","turquoise","LOC100287704"
"6313","turquoise","LOC100287877"
"6317","turquoise","LOC100288656"
"6318","turquoise","LOC100288673"
"6323","turquoise","LOC100289058"
"6325","turquoise","LOC100289341"
"6327","turquoise","LOC100289577"
"6335","turquoise","LOC100294362"
"6340","turquoise","LOC100507637"
"6342","turquoise","LOC115110"
"6345","turquoise","LOC143188"
"6349","turquoise","LOC145783"
"6352","turquoise","LOC148145"
"6359","turquoise","LOC150197"
"6360","turquoise","LOC150568"
"6362","turquoise","LOC151009"
"6365","turquoise","LOC152024"
"6366","turquoise","LOC152225"
"6367","turquoise","LOC154761"
"6368","turquoise","LOC154822"
"6369","turquoise","LOC157381"
"6377","turquoise","LOC253842"
"6378","turquoise","LOC254312"
"6382","turquoise","LOC255177"
"6385","turquoise","LOC283050"
"6387","turquoise","LOC283177"
"6388","turquoise","LOC283663"
"6391","turquoise","LOC283761"
"6396","turquoise","LOC284100"
"6400","turquoise","LOC284648"
"6401","turquoise","LOC284688"
"6402","turquoise","LOC284798"
"6404","turquoise","LOC284912"
"6405","turquoise","LOC284926"
"6406","turquoise","LOC285074"
"6407","turquoise","LOC285095"
"6409","turquoise","LOC285501"
"6411","turquoise","LOC285593"
"6414","turquoise","LOC285768"
"6419","turquoise","LOC338588"
"6426","turquoise","LOC340074"
"6431","turquoise","LOC388152"
"6432","turquoise","LOC388387"
"6434","turquoise","LOC388780"
"6435","turquoise","LOC389199"
"6438","turquoise","LOC400027"
"6440","turquoise","LOC400084"
"6441","turquoise","LOC400236"
"6444","turquoise","LOC400752"
"6447","turquoise","LOC400879"
"6452","turquoise","LOC440895"
"6454","turquoise","LOC440993"
"6457","turquoise","LOC441268"
"6458","turquoise","LOC441461"
"6463","turquoise","LOC554207"
"6464","turquoise","LOC574121"
"6465","turquoise","LOC574167"
"6468","turquoise","LOC642031"
"6472","turquoise","LOC643201"
"6473","turquoise","LOC643395"
"6474","turquoise","LOC643837"
"6476","turquoise","LOC644450"
"6479","turquoise","LOC645166"
"6486","turquoise","LOC649305"
"6494","turquoise","LOC693280"
"6499","turquoise","LOC693337"
"6510","turquoise","LOC693471"
"6514","turquoise","LOC693481"
"6515","turquoise","LOC693492"
"6523","turquoise","LOC693542"
"6532","turquoise","LOC693603"
"6535","turquoise","LOC693613"
"6539","turquoise","LOC693630"
"6542","turquoise","LOC693672"
"6544","turquoise","LOC693706"
"6547","turquoise","LOC693725"
"6550","turquoise","LOC693756"
"6560","turquoise","LOC693815"
"6563","turquoise","LOC693853"
"6565","turquoise","LOC693874"
"6572","turquoise","LOC693910"
"6573","turquoise","LOC693912"
"6593","turquoise","LOC694109"
"6595","turquoise","LOC694113"
"6597","turquoise","LOC694125"
"6599","turquoise","LOC694135"
"6608","turquoise","LOC694216"
"6610","turquoise","LOC694250"
"6612","turquoise","LOC694279"
"6613","turquoise","LOC694294"
"6614","turquoise","LOC694310"
"6616","turquoise","LOC694333"
"6618","turquoise","LOC694377"
"6619","turquoise","LOC694379"
"6621","turquoise","LOC694400"
"6625","turquoise","LOC694413"
"6633","turquoise","LOC694505"
"6640","turquoise","LOC694633"
"6643","turquoise","LOC694650"
"6662","turquoise","LOC694798"
"6665","turquoise","LOC694806"
"6678","turquoise","LOC694917"
"6682","turquoise","LOC694944"
"6686","turquoise","LOC694971"
"6691","turquoise","LOC695014"
"6698","turquoise","LOC695110"
"6707","turquoise","LOC695155"
"6709","turquoise","LOC695164"
"6715","turquoise","LOC695208"
"6718","turquoise","LOC695214"
"6722","turquoise","LOC695266"
"6729","turquoise","LOC695323"
"6733","turquoise","LOC695354"
"6737","turquoise","LOC695375"
"6738","turquoise","LOC695378"
"6755","turquoise","LOC695502"
"6756","turquoise","LOC695512"
"6759","turquoise","LOC695546"
"6767","turquoise","LOC695609"
"6772","turquoise","LOC695639"
"6777","turquoise","LOC695692"
"6785","turquoise","LOC695736"
"6786","turquoise","LOC695738"
"6793","turquoise","LOC695804"
"6804","turquoise","LOC695862"
"6807","turquoise","LOC695873"
"6809","turquoise","LOC695886"
"6812","turquoise","LOC695913"
"6816","turquoise","LOC695939"
"6825","turquoise","LOC695970"
"6831","turquoise","LOC696009"
"6836","turquoise","LOC696064"
"6837","turquoise","LOC696069"
"6838","turquoise","LOC696075"
"6852","turquoise","LOC696158"
"6855","turquoise","LOC696182"
"6859","turquoise","LOC696196"
"6863","turquoise","LOC696245"
"6865","turquoise","LOC696256"
"6867","turquoise","LOC696283"
"6868","turquoise","LOC696291"
"6869","turquoise","LOC696295"
"6874","turquoise","LOC696312"
"6877","turquoise","LOC696317"
"6878","turquoise","LOC696321"
"6879","turquoise","LOC696325"
"6891","turquoise","LOC696420"
"6897","turquoise","LOC696462"
"6903","turquoise","LOC696506"
"6906","turquoise","LOC696557"
"6909","turquoise","LOC696564"
"6922","turquoise","LOC696656"
"6929","turquoise","LOC696703"
"6930","turquoise","LOC696704"
"6931","turquoise","LOC696728"
"6943","turquoise","LOC696806"
"6946","turquoise","LOC696812"
"6954","turquoise","LOC696892"
"6958","turquoise","LOC696905"
"6980","turquoise","LOC697012"
"6981","turquoise","LOC697019"
"6994","turquoise","LOC697115"
"6997","turquoise","LOC697150"
"7002","turquoise","LOC697169"
"7003","turquoise","LOC697170"
"7010","turquoise","LOC697209"
"7011","turquoise","LOC697227"
"7016","turquoise","LOC697279"
"7017","turquoise","LOC697280"
"7021","turquoise","LOC697289"
"7023","turquoise","LOC697326"
"7026","turquoise","LOC697379"
"7037","turquoise","LOC697422"
"7040","turquoise","LOC697447"
"7041","turquoise","LOC697469"
"7047","turquoise","LOC697507"
"7048","turquoise","LOC697512"
"7055","turquoise","LOC697549"
"7062","turquoise","LOC697604"
"7072","turquoise","LOC697665"
"7074","turquoise","LOC697674"
"7085","turquoise","LOC697791"
"7086","turquoise","LOC697792"
"7091","turquoise","LOC697817"
"7108","turquoise","LOC697964"
"7109","turquoise","LOC697965"
"7112","turquoise","LOC697977"
"7119","turquoise","LOC698026"
"7121","turquoise","LOC698048"
"7122","turquoise","LOC698054"
"7124","turquoise","LOC698062"
"7126","turquoise","LOC698067"
"7129","turquoise","LOC698081"
"7138","turquoise","LOC698145"
"7145","turquoise","LOC698173"
"7147","turquoise","LOC698182"
"7149","turquoise","LOC698194"
"7153","turquoise","LOC698235"
"7156","turquoise","LOC698252"
"7162","turquoise","LOC698289"
"7170","turquoise","LOC698354"
"7173","turquoise","LOC698390"
"7174","turquoise","LOC698395"
"7176","turquoise","LOC698405"
"7177","turquoise","LOC698406"
"7179","turquoise","LOC698415"
"7184","turquoise","LOC698439"
"7187","turquoise","LOC698459"
"7188","turquoise","LOC698473"
"7190","turquoise","LOC698497"
"7193","turquoise","LOC698513"
"7195","turquoise","LOC698523"
"7197","turquoise","LOC698535"
"7198","turquoise","LOC698615"
"7211","turquoise","LOC698727"
"7212","turquoise","LOC698731"
"7218","turquoise","LOC698785"
"7222","turquoise","LOC698813"
"7227","turquoise","LOC698874"
"7231","turquoise","LOC698905"
"7236","turquoise","LOC698930"
"7239","turquoise","LOC698941"
"7250","turquoise","LOC699025"
"7259","turquoise","LOC699092"
"7271","turquoise","LOC699183"
"7287","turquoise","LOC699298"
"7289","turquoise","LOC699306"
"7295","turquoise","LOC699354"
"7302","turquoise","LOC699390"
"7320","turquoise","LOC699468"
"7321","turquoise","LOC699470"
"7322","turquoise","LOC699475"
"7326","turquoise","LOC699499"
"7330","turquoise","LOC699531"
"7332","turquoise","LOC699543"
"7334","turquoise","LOC699552"
"7345","turquoise","LOC699660"
"7348","turquoise","LOC699698"
"7351","turquoise","LOC699749"
"7354","turquoise","LOC699757"
"7361","turquoise","LOC699785"
"7362","turquoise","LOC699788"
"7373","turquoise","LOC699896"
"7374","turquoise","LOC699905"
"7393","turquoise","LOC700051"
"7396","turquoise","LOC700105"
"7398","turquoise","LOC700127"
"7402","turquoise","LOC700155"
"7405","turquoise","LOC700183"
"7411","turquoise","LOC700227"
"7416","turquoise","LOC700270"
"7430","turquoise","LOC700390"
"7441","turquoise","LOC700491"
"7454","turquoise","LOC700579"
"7466","turquoise","LOC700649"
"7467","turquoise","LOC700652"
"7478","turquoise","LOC700736"
"7485","turquoise","LOC700794"
"7504","turquoise","LOC701020"
"7505","turquoise","LOC701022"
"7506","turquoise","LOC701023"
"7510","turquoise","LOC701046"
"7512","turquoise","LOC701053"
"7520","turquoise","LOC701145"
"7530","turquoise","LOC701262"
"7533","turquoise","LOC701288"
"7536","turquoise","LOC701359"
"7541","turquoise","LOC701407"
"7548","turquoise","LOC701462"
"7552","turquoise","LOC701490"
"7574","turquoise","LOC701631"
"7588","turquoise","LOC701739"
"7591","turquoise","LOC701755"
"7597","turquoise","LOC701826"
"7616","turquoise","LOC701980"
"7619","turquoise","LOC701992"
"7621","turquoise","LOC702013"
"7636","turquoise","LOC702113"
"7639","turquoise","LOC702129"
"7640","turquoise","LOC702145"
"7645","turquoise","LOC702204"
"7658","turquoise","LOC702276"
"7661","turquoise","LOC702296"
"7666","turquoise","LOC702329"
"7667","turquoise","LOC702333"
"7676","turquoise","LOC702421"
"7677","turquoise","LOC702430"
"7679","turquoise","LOC702443"
"7685","turquoise","LOC702519"
"7691","turquoise","LOC702550"
"7703","turquoise","LOC702696"
"7705","turquoise","LOC702736"
"7713","turquoise","LOC702805"
"7715","turquoise","LOC702815"
"7716","turquoise","LOC702818"
"7729","turquoise","LOC702922"
"7741","turquoise","LOC703043"
"7742","turquoise","LOC703049"
"7749","turquoise","LOC703113"
"7755","turquoise","LOC703147"
"7756","turquoise","LOC703149"
"7757","turquoise","LOC703152"
"7758","turquoise","LOC703153"
"7764","turquoise","LOC703202"
"7770","turquoise","LOC703277"
"7775","turquoise","LOC703292"
"7784","turquoise","LOC703423"
"7786","turquoise","LOC703449"
"7788","turquoise","LOC703488"
"7790","turquoise","LOC703497"
"7794","turquoise","LOC703514"
"7797","turquoise","LOC703527"
"7802","turquoise","LOC703618"
"7817","turquoise","LOC703727"
"7823","turquoise","LOC703768"
"7824","turquoise","LOC703769"
"7831","turquoise","LOC703825"
"7841","turquoise","LOC703872"
"7845","turquoise","LOC703887"
"7860","turquoise","LOC703984"
"7862","turquoise","LOC703990"
"7866","turquoise","LOC704029"
"7872","turquoise","LOC704084"
"7873","turquoise","LOC704095"
"7878","turquoise","LOC704136"
"7886","turquoise","LOC704201"
"7896","turquoise","LOC704291"
"7901","turquoise","LOC704324"
"7908","turquoise","LOC704395"
"7913","turquoise","LOC704450"
"7916","turquoise","LOC704486"
"7917","turquoise","LOC704489"
"7919","turquoise","LOC704500"
"7920","turquoise","LOC704523"
"7922","turquoise","LOC704549"
"7923","turquoise","LOC704553"
"7927","turquoise","LOC704598"
"7931","turquoise","LOC704627"
"7939","turquoise","LOC704707"
"7940","turquoise","LOC704713"
"7946","turquoise","LOC704750"
"7959","turquoise","LOC704883"
"7962","turquoise","LOC704935"
"7964","turquoise","LOC704960"
"7966","turquoise","LOC704989"
"7973","turquoise","LOC705091"
"7979","turquoise","LOC705141"
"7981","turquoise","LOC705150"
"7985","turquoise","LOC705220"
"7989","turquoise","LOC705269"
"7991","turquoise","LOC705273"
"7992","turquoise","LOC705278"
"7994","turquoise","LOC705299"
"7995","turquoise","LOC705319"
"7997","turquoise","LOC705325"
"7998","turquoise","LOC705328"
"8000","turquoise","LOC705352"
"8010","turquoise","LOC705446"
"8012","turquoise","LOC705456"
"8013","turquoise","LOC705469"
"8014","turquoise","LOC705476"
"8020","turquoise","LOC705521"
"8028","turquoise","LOC705588"
"8036","turquoise","LOC705658"
"8041","turquoise","LOC705681"
"8047","turquoise","LOC705756"
"8050","turquoise","LOC705809"
"8061","turquoise","LOC705897"
"8064","turquoise","LOC705927"
"8065","turquoise","LOC705928"
"8074","turquoise","LOC706001"
"8083","turquoise","LOC706056"
"8084","turquoise","LOC706090"
"8089","turquoise","LOC706118"
"8095","turquoise","LOC706213"
"8096","turquoise","LOC706221"
"8097","turquoise","LOC706223"
"8103","turquoise","LOC706281"
"8107","turquoise","LOC706317"
"8110","turquoise","LOC706330"
"8111","turquoise","LOC706331"
"8121","turquoise","LOC706408"
"8129","turquoise","LOC706442"
"8131","turquoise","LOC706446"
"8141","turquoise","LOC706509"
"8146","turquoise","LOC706563"
"8160","turquoise","LOC706750"
"8173","turquoise","LOC706886"
"8175","turquoise","LOC706905"
"8187","turquoise","LOC707006"
"8224","turquoise","LOC707318"
"8226","turquoise","LOC707351"
"8233","turquoise","LOC707406"
"8234","turquoise","LOC707407"
"8235","turquoise","LOC707408"
"8237","turquoise","LOC707416"
"8238","turquoise","LOC707419"
"8239","turquoise","LOC707429"
"8255","turquoise","LOC707549"
"8256","turquoise","LOC707552"
"8257","turquoise","LOC707573"
"8261","turquoise","LOC707607"
"8263","turquoise","LOC707615"
"8267","turquoise","LOC707626"
"8271","turquoise","LOC707644"
"8286","turquoise","LOC707753"
"8292","turquoise","LOC707790"
"8293","turquoise","LOC707792"
"8295","turquoise","LOC707798"
"8297","turquoise","LOC707803"
"8298","turquoise","LOC707807"
"8301","turquoise","LOC707823"
"8307","turquoise","LOC707853"
"8309","turquoise","LOC707877"
"8326","turquoise","LOC708042"
"8327","turquoise","LOC708043"
"8328","turquoise","LOC708049"
"8329","turquoise","LOC708054"
"8332","turquoise","LOC708080"
"8339","turquoise","LOC708155"
"8359","turquoise","LOC708271"
"8366","turquoise","LOC708328"
"8369","turquoise","LOC708344"
"8377","turquoise","LOC708398"
"8386","turquoise","LOC708454"
"8390","turquoise","LOC708479"
"8401","turquoise","LOC708547"
"8404","turquoise","LOC708556"
"8415","turquoise","LOC708652"
"8421","turquoise","LOC708665"
"8423","turquoise","LOC708678"
"8425","turquoise","LOC708701"
"8428","turquoise","LOC708723"
"8431","turquoise","LOC708733"
"8437","turquoise","LOC708784"
"8441","turquoise","LOC708795"
"8442","turquoise","LOC708799"
"8450","turquoise","LOC708862"
"8454","turquoise","LOC708891"
"8474","turquoise","LOC708976"
"8475","turquoise","LOC708981"
"8476","turquoise","LOC708982"
"8484","turquoise","LOC709001"
"8497","turquoise","LOC709079"
"8506","turquoise","LOC709107"
"8512","turquoise","LOC709156"
"8515","turquoise","LOC709164"
"8518","turquoise","LOC709175"
"8524","turquoise","LOC709196"
"8526","turquoise","LOC709204"
"8532","turquoise","LOC709256"
"8535","turquoise","LOC709284"
"8540","turquoise","LOC709301"
"8545","turquoise","LOC709320"
"8547","turquoise","LOC709340"
"8550","turquoise","LOC709352"
"8555","turquoise","LOC709381"
"8557","turquoise","LOC709390"
"8559","turquoise","LOC709402"
"8561","turquoise","LOC709412"
"8564","turquoise","LOC709427"
"8566","turquoise","LOC709440"
"8567","turquoise","LOC709450"
"8572","turquoise","LOC709461"
"8574","turquoise","LOC709469"
"8576","turquoise","LOC709477"
"8579","turquoise","LOC709507"
"8582","turquoise","LOC709524"
"8586","turquoise","LOC709542"
"8587","turquoise","LOC709543"
"8588","turquoise","LOC709555"
"8597","turquoise","LOC709604"
"8598","turquoise","LOC709608"
"8603","turquoise","LOC709624"
"8615","turquoise","LOC709684"
"8616","turquoise","LOC709686"
"8620","turquoise","LOC709706"
"8624","turquoise","LOC709719"
"8637","turquoise","LOC709786"
"8639","turquoise","LOC709796"
"8647","turquoise","LOC709844"
"8650","turquoise","LOC709859"
"8651","turquoise","LOC709860"
"8652","turquoise","LOC709874"
"8653","turquoise","LOC709880"
"8661","turquoise","LOC709929"
"8668","turquoise","LOC709988"
"8671","turquoise","LOC710018"
"8675","turquoise","LOC710055"
"8679","turquoise","LOC710077"
"8681","turquoise","LOC710090"
"8684","turquoise","LOC710096"
"8688","turquoise","LOC710113"
"8690","turquoise","LOC710142"
"8696","turquoise","LOC710165"
"8697","turquoise","LOC710167"
"8698","turquoise","LOC710169"
"8700","turquoise","LOC710183"
"8707","turquoise","LOC710210"
"8710","turquoise","LOC710230"
"8714","turquoise","LOC710257"
"8715","turquoise","LOC710261"
"8724","turquoise","LOC710293"
"8725","turquoise","LOC710294"
"8727","turquoise","LOC710297"
"8732","turquoise","LOC710341"
"8737","turquoise","LOC710361"
"8741","turquoise","LOC710387"
"8751","turquoise","LOC710448"
"8753","turquoise","LOC710452"
"8754","turquoise","LOC710455"
"8758","turquoise","LOC710478"
"8759","turquoise","LOC710493"
"8763","turquoise","LOC710531"
"8767","turquoise","LOC710540"
"8771","turquoise","LOC710552"
"8774","turquoise","LOC710568"
"8778","turquoise","LOC710592"
"8779","turquoise","LOC710605"
"8780","turquoise","LOC710606"
"8784","turquoise","LOC710618"
"8787","turquoise","LOC710638"
"8797","turquoise","LOC710673"
"8804","turquoise","LOC710706"
"8805","turquoise","LOC710707"
"8809","turquoise","LOC710735"
"8810","turquoise","LOC710736"
"8811","turquoise","LOC710749"
"8818","turquoise","LOC710788"
"8821","turquoise","LOC710802"
"8827","turquoise","LOC710824"
"8829","turquoise","LOC710830"
"8832","turquoise","LOC710848"
"8834","turquoise","LOC710864"
"8836","turquoise","LOC710874"
"8844","turquoise","LOC710903"
"8847","turquoise","LOC710913"
"8849","turquoise","LOC710941"
"8850","turquoise","LOC710942"
"8851","turquoise","LOC710949"
"8852","turquoise","LOC710951"
"8854","turquoise","LOC710963"
