"","ModuleColors","genes"
"1119","brown","BRE"
"1123","brown","BRI3"
"1129","brown","BRPF3"
"1135","brown","BSG"
"1145","brown","BTBD3"
"1198","brown","C11H12orf26"
"1200","brown","C11H12orf35"
"1224","brown","C11orf59"
"1248","brown","C13orf15"
"1253","brown","C14H11orf20"
"1271","brown","C14orf153"
"1285","brown","C15H9orf41"
"1296","brown","C15orf38"
"1303","brown","C16H17orf108"
"1305","brown","C16H17orf39"
"1317","brown","C16H17orf96"
"1344","brown","C18orf42"
"1355","brown","C19H1orf109"
"1382","brown","C1H1orf51"
"1402","brown","C1QL1"
"1403","brown","C1QL2"
"1410","brown","C1S"
"1415","brown","C20H16orf5"
"1417","brown","C20H16orf54"
"1429","brown","C20orf103"
"1453","brown","C2CD2"
"1458","brown","C2H3orf18"
"1470","brown","C2H3orf80"
"1476","brown","C2orf60"
"1481","brown","C2orf88"
"1495","brown","C3H7orf72"
"1503","brown","C3orf52"
"1509","brown","C4H6orf106"
"1512","brown","C4H6orf136"
"1517","brown","C4H6orf228"
"1521","brown","C4H6orf57"
"1534","brown","C5H4orf19"
"1537","brown","C5H4orf33"
"1560","brown","C6orf105"
"1575","brown","C7H14orf101"
"1580","brown","C7H14orf135"
"1582","brown","C7H14orf159"
"1593","brown","C7H15orf43"
"1594","brown","C7H15orf52"
"1613","brown","C8H8orf46"
"1638","brown","C9H10orf68"
"1654","brown","CA11"
"1658","brown","CA4"
"1666","brown","CAB39L"
"1668","brown","CABLES1"
"1686","brown","CACNB2"
"1698","brown","CADPS2"
"1699","brown","CALCB"
"1703","brown","CALCRL"
"1705","brown","CALHM2"
"1714","brown","CAMK1G"
"1727","brown","CAND2"
"1729","brown","CANX"
"1736","brown","CAPN14"
"1754","brown","CASC2"
"1791","brown","CBR3"
"1792","brown","CBR4"
"1799","brown","CBX6"
"1800","brown","CBX7"
"1832","brown","CCDC138"
"1835","brown","CCDC141"
"1840","brown","CCDC149"
"1843","brown","CCDC151"
"1849","brown","CCDC17"
"1852","brown","CCDC23"
"1886","brown","CCDC83"
"1893","brown","CCDC92"
"1913","brown","CCL27"
"1942","brown","CCPG1"
"1966","brown","CD160"
"1971","brown","CD1D"
"1974","brown","CD200R1"
"1989","brown","CD300LG"
"1992","brown","CD37"
"2001","brown","CD53"
"2003","brown","CD59"
"2012","brown","CD81"
"2021","brown","CD99L2"
"2062","brown","CDH18"
"2065","brown","CDH22"
"2067","brown","CDH26"
"2101","brown","CDKL1"
"2139","brown","CEND1"
"2154","brown","CEP112"
"2182","brown","CES1"
"2184","brown","CES2"
"2196","brown","CFTR"
"2225","brown","CHFR"
"2227","brown","CHI3L1"
"2242","brown","CHN1"
"2331","brown","CLDN10"
"2350","brown","CLEC14A"
"2364","brown","CLIC2"
"2385","brown","CLPTM1"
"2391","brown","CLSPN"
"2392","brown","CLSTN1"
"2393","brown","CLSTN3"
"2408","brown","CMPK2"
"2411","brown","CMTM4"
"2415","brown","CMTM8"
"2430","brown","CNNM1"
"2450","brown","CNTN3"
"2462","brown","COBL"
"2465","brown","COCH"
"2479","brown","COL16A1"
"2480","brown","COL18A1"
"2485","brown","COL21A1"
"2487","brown","COL24A1"
"2493","brown","COL4A4"
"2525","brown","COPS7A"
"2541","brown","CORO6"
"2560","brown","COX8A"
"2575","brown","CPLX2"
"2592","brown","CPT1A"
"2593","brown","CPT1B"
"2596","brown","CPXM2"
"2615","brown","CRELD1"
"2616","brown","CREM"
"2645","brown","CRTC2"
"2648","brown","CRY2"
"2650","brown","CRYBA1"
"2663","brown","CSAD"
"2669","brown","CSF2"
"2718","brown","CTBS"
"2744","brown","CTSA"
"2746","brown","CTSC"
"2752","brown","CTSL"
"2754","brown","CTSO"
"2781","brown","CX3CL1"
"2785","brown","CXCL11"
"2804","brown","CXorf1"
"2811","brown","CYB561"
"2817","brown","CYB5R1"
"2821","brown","CYBASC3"
"2829","brown","CYLD"
"2840","brown","CYP2A23"
"2850","brown","CYP2R1"
"2859","brown","CYP4V2"
"2861","brown","CYS1"
"2864","brown","CYSTM1"
"2874","brown","DAAM2"
"2877","brown","DAB2IP"
"2897","brown","DAZAP1"
"2903","brown","DBNDD1"
"2905","brown","DBX2"
"2911","brown","DCAF16"
"2915","brown","DCAF6"
"2918","brown","DCBLD1"
"2940","brown","DCTN1"
"2947","brown","DCUN1D3"
"2955","brown","DDIT3"
"2984","brown","DDX60"
"3036","brown","DGKA"
"3037","brown","DGKB"
"3040","brown","DGKH"
"3041","brown","DGKQ"
"3051","brown","DHRS3"
"3053","brown","DHRS4-AS1"
"3068","brown","DHX58"
"3069","brown","DHX8"
"3073","brown","DIAPH2"
"3081","brown","DIO2"
"3096","brown","DKK1"
"3098","brown","DKK3"
"3101","brown","DLC1"
"3102","brown","DLD"
"3107","brown","DLGAP2"
"3126","brown","DMPK"
"3131","brown","DMRTC1"
"3152","brown","DNAJB2"
"3162","brown","DNAJC13"
"3178","brown","DNAJC7"
"3185","brown","DNASE1L3"
"3188","brown","DNM1"
"3200","brown","DOC2A"
"3203","brown","DOCK10"
"3210","brown","DOK3"
"3229","brown","DPP10"
"3241","brown","DPYS"
"3258","brown","DSCAML1"
"3262","brown","DSE"
"3270","brown","DST"
"3276","brown","DTNA"
"3278","brown","DTWD2"
"3294","brown","DUSP14"
"3300","brown","DUSP22"
"3304","brown","DUSP3"
"3309","brown","DUT"
"3325","brown","DYSF"
"3328","brown","DZANK1"
"3346","brown","ECE2"
"3365","brown","EDN1"
"3374","brown","EEF2K"
"3381","brown","EFCAB5"
"3406","brown","EGR2"
"3410","brown","EHD3"
"3471","brown","ELF4"
"3481","brown","ELMO1"
"3491","brown","ELOVL7"
"3509","brown","EML2"
"3537","brown","ENPP2"
"3559","brown","EPB41L3"
"3579","brown","EPHB6"
"3580","brown","EPHX1"
"3581","brown","EPHX2"
"3582","brown","EPHX4"
"3596","brown","EPT1"
"3604","brown","ERBB3"
"3612","brown","ERCC5"
"3624","brown","ERLEC1"
"3627","brown","ERMP1"
"3663","brown","ETS2"
"3671","brown","EVI5"
"3679","brown","EXO1"
"3684","brown","EXOC3L4"
"3700","brown","EXPH5"
"3703","brown","EXTL1"
"3706","brown","EZH1"
"3718","brown","F3"
"3721","brown","F8"
"3722","brown","F8A1"
"3739","brown","FAM102A"
"3746","brown","FAM107A"
"3747","brown","FAM108A1"
"3768","brown","FAM131A"
"3778","brown","FAM149A"
"3787","brown","FAM162A"
"3794","brown","FAM168A"
"3795","brown","FAM168B"
"3800","brown","FAM174A"
"3810","brown","FAM189A2"
"3819","brown","FAM198B"
"3827","brown","FAM206A"
"3834","brown","FAM212B"
"3850","brown","FAM43A"
"3929","brown","FBLN5"
"3930","brown","FBLN7"
"3936","brown","FBXL14"
"3938","brown","FBXL16"
"3950","brown","FBXO15"
"3960","brown","FBXO34"
"3968","brown","FBXO44"
"3978","brown","FBXW4"
"3986","brown","FCF1"
"3988","brown","FCGR3B"
"4012","brown","FES"
"4027","brown","FGD6"
"4035","brown","FGF2"
"4059","brown","FHIT"
"4061","brown","FHL2"
"4064","brown","FHOD1"
"4073","brown","FILIP1L"
"4090","brown","FKTN"
"4092","brown","FLCN"
"4094","brown","FLI1"
"4113","brown","FLJ35390"
"4115","brown","FLJ37035"
"4118","brown","FLJ37798"
"4137","brown","FLT3"
"4145","brown","FMNL1"
"4150","brown","FMO5"
"4153","brown","FMOD"
"4158","brown","FNDC1"
"4168","brown","FOS"
"4169","brown","FOSB"
"4209","brown","FRAS1"
"4213","brown","FREM3"
"4222","brown","FRMPD1"
"4238","brown","FTO"
"4279","brown","G6PC3"
"4284","brown","GAB3"
"4293","brown","GABRA4"
"4306","brown","GADD45B"
"4323","brown","GALNT12"
"4324","brown","GALNT13"
"4333","brown","GALNTL2"
"4334","brown","GALNTL4"
"4335","brown","GALR1"
"4341","brown","GANC"
"4365","brown","GBA2"
"4370","brown","GBP4"
"4379","brown","GCH1"
"4396","brown","GDE1"
"4403","brown","GDF6"
"4412","brown","GEM 1"
"4419","brown","GFAP"
"4433","brown","GGCT"
"4436","brown","GGNBP2"
"4456","brown","GIMAP8"
"4464","brown","GIT2"
"4474","brown","GJB6"
"4488","brown","GLDN"
"4496","brown","GLIS3"
"4510","brown","GLS2"
"4519","brown","GLUL"
"4524","brown","GM2A"
"4535","brown","GNA14"
"4553","brown","GNG7"
"4562","brown","GNPAT"
"4574","brown","GOLGA6A"
"4585","brown","GOT2"
"4601","brown","GPBP1L1"
"4606","brown","GPC5"
"4618","brown","GPM6B"
"4619","brown","GPN2"
"4652","brown","GPR17"
"4666","brown","GPR21"
"4668","brown","GPR3"
"4698","brown","GPRC5B"
"4718","brown","GRAMD3"
"4722","brown","GRASP"
"4723","brown","GRB10"
"4725","brown","GREB1"
"4733","brown","GRIA4"
"4734","brown","GRID1"
"4761","brown","GSG1L"
"4789","brown","GTF2H2"
"4812","brown","GUCY1A2"
"4814","brown","GUCY2C"
"4818","brown","GUK1"
"4825","brown","GYG1"
"4848","brown","HAGHL"
"4873","brown","HBB"
"4901","brown","HDAC11"
"4936","brown","HEPACAM"
"4940","brown","HERC1"
"4943","brown","HERC3"
"4945","brown","HERC6"
"4946","brown","HERPUD1"
"4957","brown","HEXIM1"
"4965","brown","HGF"
"4980","brown","HIGD1B"
"4987","brown","HIP1"
"5037","brown","HLF"
"5058","brown","HMOX2"
"5066","brown","HNF4G"
"5067","brown","HNMT"
"5094","brown","HOPX"
"5140","brown","HRH1"
"5155","brown","HSBP1L1"
"5179","brown","HSPA4L"
"5185","brown","HSPB3"
"5186","brown","HSPB6"
"5192","brown","HTATIP2"
"5211","brown","HUWE1"
"5245","brown","IFFO1"
"5252","brown","IFIT1"
"5255","brown","IFIT3"
"5271","brown","IFRD2"
"5309","brown","IGSF11"
"5354","brown","IL1R1"
"5380","brown","IL34"
"5386","brown","IL6R"
"5411","brown","INF2"
"5428","brown","INPP1"
"5430","brown","INPP4B"
"5436","brown","INSC"
"5469","brown","IPPK"
"5477","brown","IQCK"
"5480","brown","IQSEC1"
"5483","brown","IRAK1"
"5496","brown","IRF8"
"5509","brown","ISCU"
"5535","brown","ITGA9"
"5537","brown","ITGAM"
"5545","brown","ITGB5"
"5560","brown","ITPK1"
"5562","brown","ITPKA"
"5564","brown","ITPR1"
"5565","brown","ITPR2"
"5569","brown","ITSN1"
"5606","brown","JRKL"
"5615","brown","KANK1"
"5617","brown","KANK4"
"5629","brown","KBTBD12"
"5639","brown","KCNA2"
"5641","brown","KCNA4"
"5644","brown","KCNAB2"
"5646","brown","KCNB1"
"5655","brown","KCNE2"
"5658","brown","KCNG3"
"5661","brown","KCNH3"
"5662","brown","KCNH5"
"5666","brown","KCNIP2"
"5667","brown","KCNIP3"
"5670","brown","KCNJ12"
"5671","brown","KCNJ13"
"5674","brown","KCNJ16"
"5680","brown","KCNK1"
"5693","brown","KCNMB1"
"5694","brown","KCNMB2"
"5695","brown","KCNN1"
"5698","brown","KCNQ3"
"5700","brown","KCNS1"
"5702","brown","KCNS3"
"5707","brown","KCTD14"
"5709","brown","KCTD17"
"5752","brown","KIAA0232"
"5753","brown","KIAA0247"
"5762","brown","KIAA0513"
"5763","brown","KIAA0564"
"5765","brown","KIAA0748"
"5774","brown","KIAA1199"
"5779","brown","KIAA1324L"
"5783","brown","KIAA1462"
"5860","brown","KLF16"
"5867","brown","KLF9"
"5868","brown","KLHDC1"
"5871","brown","KLHDC3"
"5886","brown","KLHL21"
"5894","brown","KLHL3"
"5906","brown","KLK15"
"5912","brown","KLK7"
"5914","brown","KLKB1"
"5917","brown","KLRC1"
"5923","brown","KMO"
"5925","brown","KNDC1"
"5946","brown","KRT18"
"5994","brown","KTI12"
"5995","brown","KY"
"6000","brown","L3MBTL1"
"6008","brown","LACTB2"
"6014","brown","LAMA2"
"6034","brown","LARP6"
"6047","brown","LBP"
"6073","brown","LDHD"
"6104","brown","LGMN"
"6115","brown","LHPP"
"6120","brown","LIAS"
"6123","brown","LILRA1"
"6157","brown","LINC00158"
"6168","brown","LINC00294"
"6195","brown","LINC00526"
"6258","brown","LOC100129436"
"6288","brown","LOC100134259"
"6321","brown","LOC100288911"
"6341","brown","LOC113230"
"6386","brown","LOC283174"
"6392","brown","LOC283788"
"6399","brown","LOC284578"
"6455","brown","LOC441086"
"6462","brown","LOC554206"
"6495","brown","LOC693285"
"6503","brown","LOC693374"
"6548","brown","LOC693729"
"6549","brown","LOC693753"
"6582","brown","LOC694004"
"6592","brown","LOC694102"
"6601","brown","LOC694157"
"6609","brown","LOC694218"
"6641","brown","LOC694640"
"6645","brown","LOC694656"
"6653","brown","LOC694700"
"6672","brown","LOC694878"
"6676","brown","LOC694909"
"6743","brown","LOC695412"
"6744","brown","LOC695413"
"6762","brown","LOC695591"
"6769","brown","LOC695613"
"6820","brown","LOC695958"
"6833","brown","LOC696036"
"6847","brown","LOC696126"
"6899","brown","LOC696478"
"6905","brown","LOC696549"
"6919","brown","LOC696641"
"6920","brown","LOC696649"
"6927","brown","LOC696692"
"6934","brown","LOC696742"
"6938","brown","LOC696766"
"6939","brown","LOC696781"
"6957","brown","LOC696899"
"6962","brown","LOC696918"
"6979","brown","LOC697004"
"6991","brown","LOC697097"
"7006","brown","LOC697178"
"7014","brown","LOC697267"
"7056","brown","LOC697570"
"7059","brown","LOC697585"
"7073","brown","LOC697670"
"7076","brown","LOC697698"
"7092","brown","LOC697825"
"7130","brown","LOC698097"
"7137","brown","LOC698143"
"7154","brown","LOC698241"
"7158","brown","LOC698265"
"7159","brown","LOC698271"
"7168","brown","LOC698329"
"7194","brown","LOC698520"
"7200","brown","LOC698633"
"7202","brown","LOC698651"
"7215","brown","LOC698753"
"7220","brown","LOC698803"
"7226","brown","LOC698859"
"7229","brown","LOC698899"
"7249","brown","LOC699022"
"7270","brown","LOC699173"
"7272","brown","LOC699203"
"7273","brown","LOC699214"
"7276","brown","LOC699222"
"7279","brown","LOC699251"
"7280","brown","LOC699255"
"7286","brown","LOC699295"
"7303","brown","LOC699396"
"7308","brown","LOC699417"
"7316","brown","LOC699434"
"7363","brown","LOC699789"
"7431","brown","LOC700398"
"7471","brown","LOC700672"
"7494","brown","LOC700894"
"7518","brown","LOC701104"
"7549","brown","LOC701466"
"7560","brown","LOC701517"
"7562","brown","LOC701527"
"7577","brown","LOC701661"
"7594","brown","LOC701799"
"7596","brown","LOC701812"
"7609","brown","LOC701911"
"7625","brown","LOC702046"
"7628","brown","LOC702071"
"7649","brown","LOC702232"
"7668","brown","LOC702339"
"7674","brown","LOC702406"
"7682","brown","LOC702452"
"7692","brown","LOC702562"
"7693","brown","LOC702601"
"7702","brown","LOC702690"
"7719","brown","LOC702869"
"7724","brown","LOC702904"
"7733","brown","LOC702978"
"7745","brown","LOC703074"
"7767","brown","LOC703267"
"7799","brown","LOC703544"
"7806","brown","LOC703629"
"7830","brown","LOC703821"
"7838","brown","LOC703845"
"7842","brown","LOC703875"
"7864","brown","LOC704004"
"7877","brown","LOC704120"
"7884","brown","LOC704169"
"7887","brown","LOC704204"
"7951","brown","LOC704831"
"7954","brown","LOC704844"
"7955","brown","LOC704858"
"7993","brown","LOC705285"
"8019","brown","LOC705519"
"8034","brown","LOC705639"
"8035","brown","LOC705656"
"8044","brown","LOC705709"
"8054","brown","LOC705843"
"8055","brown","LOC705851"
"8075","brown","LOC706004"
"8079","brown","LOC706042"
"8086","brown","LOC706112"
"8101","brown","LOC706246"
"8106","brown","LOC706293"
"8115","brown","LOC706355"
"8117","brown","LOC706363"
"8119","brown","LOC706393"
"8133","brown","LOC706454"
"8142","brown","LOC706521"
"8148","brown","LOC706585"
"8157","brown","LOC706691"
"8162","brown","LOC706761"
"8167","brown","LOC706847"
"8193","brown","LOC707078"
"8232","brown","LOC707400"
"8245","brown","LOC707459"
"8247","brown","LOC707467"
"8258","brown","LOC707577"
"8276","brown","LOC707687"
"8310","brown","LOC707904"
"8316","brown","LOC707956"
"8323","brown","LOC708018"
"8351","brown","LOC708234"
"8367","brown","LOC708341"
"8382","brown","LOC708434"
"8388","brown","LOC708459"
"8410","brown","LOC708585"
"8412","brown","LOC708599"
"8420","brown","LOC708660"
"8426","brown","LOC708702"
"8427","brown","LOC708716"
"8432","brown","LOC708740"
"8439","brown","LOC708788"
"8440","brown","LOC708792"
"8451","brown","LOC708874"
"8485","brown","LOC709004"
"8551","brown","LOC709358"
"8578","brown","LOC709490"
"8589","brown","LOC709580"
"8591","brown","LOC709589"
"8594","brown","LOC709600"
"8599","brown","LOC709613"
"8610","brown","LOC709656"
"8613","brown","LOC709665"
"8629","brown","LOC709739"
"8655","brown","LOC709889"
"8666","brown","LOC709969"
"8708","brown","LOC710213"
"8735","brown","LOC710350"
"8746","brown","LOC710423"
"8766","brown","LOC710534"
"8775","brown","LOC710571"
"8777","brown","LOC710588"
"8781","brown","LOC710607"
"8785","brown","LOC710619"
"8792","brown","LOC710658"
"8813","brown","LOC710765"
"8820","brown","LOC710801"
"8846","brown","LOC710912"
"8859","brown","LOC710978"
"8862","brown","LOC710986"
"8864","brown","LOC710999"
"8866","brown","LOC711009"
"8899","brown","LOC711199"
"8911","brown","LOC711283"
"8927","brown","LOC711350"
"8937","brown","LOC711448"
"8940","brown","LOC711458"
"8950","brown","LOC711505"
"8967","brown","LOC711615"
"8970","brown","LOC711631"
"8998","brown","LOC711803"
"9002","brown","LOC711835"
"9064","brown","LOC712220"
"9066","brown","LOC712230"
"9093","brown","LOC712358"
"9100","brown","LOC712386"
"9101","brown","LOC712403"
"9107","brown","LOC712423"
"9128","brown","LOC712547"
"9158","brown","LOC712738"
"9160","brown","LOC712742"
"9162","brown","LOC712757"
"9173","brown","LOC712845"
"9177","brown","LOC712888"
"9209","brown","LOC713098"
"9230","brown","LOC713191"
"9232","brown","LOC713204"
"9248","brown","LOC713322"
"9251","brown","LOC713330"
"9253","brown","LOC713336"
"9270","brown","LOC713416"
"9284","brown","LOC713477"
"9301","brown","LOC713565"
"9309","brown","LOC713636"
"9312","brown","LOC713644"
"9323","brown","LOC713717"
"9329","brown","LOC713743"
"9347","brown","LOC713831"
"9367","brown","LOC713917"
"9369","brown","LOC713942"
"9396","brown","LOC714096"
"9410","brown","LOC714174"
"9412","brown","LOC714183"
"9423","brown","LOC714238"
"9426","brown","LOC714251"
"9447","brown","LOC714407"
"9466","brown","LOC714511"
"9475","brown","LOC714577"
"9479","brown","LOC714595"
"9496","brown","LOC714723"
"9502","brown","LOC714749"
"9560","brown","LOC715099"
"9589","brown","LOC715230"
"9592","brown","LOC715247"
"9647","brown","LOC715577"
"9662","brown","LOC715666"
"9663","brown","LOC715673"
"9679","brown","LOC715741"
"9701","brown","LOC715857"
"9704","brown","LOC715875"
"9706","brown","LOC715891"
"9714","brown","LOC715950"
"9715","brown","LOC715959"
"9722","brown","LOC715986"
"9782","brown","LOC716334"
"9802","brown","LOC716480"
"9808","brown","LOC716516"
"9827","brown","LOC716641"
"9851","brown","LOC716728"
"9869","brown","LOC716854"
"9880","brown","LOC716900"
"9915","brown","LOC717075"
"9920","brown","LOC717104"
"9960","brown","LOC717346"
"9970","brown","LOC717392"
"9978","brown","LOC717443"
"9995","brown","LOC717531"
"10005","brown","LOC717589"
"10020","brown","LOC717688"
"10023","brown","LOC717705"
"10064","brown","LOC717900"
"10106","brown","LOC718125"
"10138","brown","LOC718326"
"10140","brown","LOC718338"
"10156","brown","LOC718426"
"10162","brown","LOC718462"
"10169","brown","LOC718484"
"10170","brown","LOC718490"
"10171","brown","LOC718491"
"10188","brown","LOC718588"
"10205","brown","LOC718702"
"10215","brown","LOC718749"
"10228","brown","LOC718838"
"10256","brown","LOC718984"
"10282","brown","LOC719085"
"10286","brown","LOC719103"
"10352","brown","LOC719508"
"10360","brown","LOC719546"
"10388","brown","LOC719698"
"10399","brown","LOC719751"
"10424","brown","LOC719943"
"10440","brown","LOC720005"
"10461","brown","LOC720120"
"10465","brown","LOC720154"
"10497","brown","LOC720348"
"10512","brown","LOC720503"
"10527","brown","LOC720644"
"10558","brown","LOC720986"
"10595","brown","LOC721218"
"10602","brown","LOC721262"
"10603","brown","LOC721275"
"10617","brown","LOC721394"
"10649","brown","LOC721592"
"10656","brown","LOC721628"
"10686","brown","LOC721829"
"10691","brown","LOC721849"
"10695","brown","LOC721857"
"10708","brown","LOC721945"
"10710","brown","LOC721965"
"10717","brown","LOC722007"
"10728","brown","LOC722081"
"10759","brown","LOC722205"
"10769","brown","LOC722262"
"10786","brown","LOC722330"
"10802","brown","LOC722479"
"10817","brown","LOC722599"
"10828","brown","LOC722683"
"10835","brown","LOC722738"
"10836","brown","LOC722740"
"10837","brown","LOC722745"
"10854","brown","LOC723047"
"10870","brown","LOC728613"
"10882","brown","LOC730236"
"10894","brown","LOC92249"
"10911","brown","LPCAT2"
"10916","brown","LPIN1"
"10922","brown","LPP-AS2"
"10926","brown","LPXN"
"10935","brown","LRGUK"
"10943","brown","LRP11"
"10957","brown","LRRC16B"
"10966","brown","LRRC29"
"10969","brown","LRRC32"
"11002","brown","LRRIQ3"
"11003","brown","LRRK1"
"11004","brown","LRRK2"
"11044","brown","LUZP1"
"11047","brown","LY6E"
"11050","brown","LY75"
"11066","brown","LYRM5"
"11071","brown","LYZ"
"11091","brown","MAEL"
"11110","brown","MAGEE2"
"11120","brown","MAL"
"11131","brown","MAMU-A"
"11136","brown","MAMU-DPA"
"11146","brown","MAN1C1"
"11148","brown","MAN2A2"
"11150","brown","MAN2C1"
"11153","brown","MANSC1"
"11155","brown","MAP1A"
"11161","brown","MAP2K1"
"11170","brown","MAP3K14"
"11174","brown","MAP3K6"
"11180","brown","MAP6D1"
"11184","brown","MAPK10"
"11186","brown","MAPK3"
"11190","brown","MAPK8IP2"
"11219","brown","MAST3"
"11226","brown","MATN2"
"11278","brown","MCOLN3"
"11288","brown","MDH1"
"11289","brown","MDH1B"
"11302","brown","MED10"
"11322","brown","MED29"
"11335","brown","MEGF8"
"11341","brown","MEOX1"
"11346","brown","MEPE"
"11347","brown","MERTK"
"11375","brown","METTL7B"
"11390","brown","MFSD1"
"11395","brown","MFSD4"
"11428","brown","MGP"
"11434","brown","MIA3"
"11439","brown","MICAL2"
"11443","brown","MICALL2"
"11452","brown","MINK1"
"11460","brown","MIR133A"
"11467","brown","MIR22HG"
"11468","brown","MIR29C"
"11477","brown","MIS12"
"11478","brown","MITF"
"11486","brown","MKNK1"
"11506","brown","MLLT6"
"11514","brown","MMAB"
"11537","brown","MMP3"
"11548","brown","MNP2"
"11553","brown","MOB3C"
"11572","brown","MOSC2"
"11587","brown","MPP1"
"11590","brown","MPP4"
"11592","brown","MPP6"
"11594","brown","MPPE1"
"11617","brown","MRO"
"11681","brown","MRVI1"
"11708","brown","MST4"
"11712","brown","MT2A"
"11713","brown","MT3"
"11719","brown","MTCH1"
"11743","brown","MTMR7"
"11775","brown","MX1"
"11778","brown","MXRA5"
"11786","brown","MYBPC1"
"11799","brown","MYH11"
"11815","brown","MYLK"
"11821","brown","MYO18A"
"11833","brown","MYO5C"
"11858","brown","N4BP2L1"
"11884","brown","NAGPA"
"11915","brown","NAT8L"
"11924","brown","NCALD"
"11926","brown","NCAM2"
"11947","brown","NCOR2"
"11955","brown","NDNF"
